Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Garden Homes - Princeton Gardens,7 Princeton Rd.,,Piscataway,NJ,08854,,855-885-9571,E,,Public,24 hours daily,,,,,,2,,,OpConnect,https://opconnect-ev.com,GPS,40.569835,-74.4410376,2025-12-10,313806,2025-12-10 04:29:52 UTC,,,,2023-10-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FOXMOOR C.H. STATION 1,200 Hutchinson Road,,Robbinsville Township,NJ,08691,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.229437,-74.627981,2025-12-10,314037,2025-12-10 02:49:22 UTC,,,,2023-10-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FOXMOOR C.H. STATION 2,200 Hutchinson Rd,,Robbinsville Township,NJ,08691,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.22947,-74.627711,2025-12-10,314038,2025-12-10 02:49:22 UTC,,,,2023-10-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PINGRY SH 1,50 Country Day Dr,,Short Hills,NJ,07078,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.742127,-74.335905,2025-12-10,314059,2025-12-10 02:52:02 UTC,,,,2023-10-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SHOWROOM LOT SERVICE 1,700 US-46,,Little Falls,NJ,07424,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.881564,-74.207431,2025-12-10,314120,2025-12-10 02:27:30 UTC,,,,2023-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SHOWROOM LOT SERVICE 2,700 US-46,,Little Falls,NJ,07424,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.881483,-74.207528,2025-12-10,314121,2025-12-10 02:27:31 UTC,,,,2023-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Coleman Cadillac,300 Renaissance Blvd,,Lawrenceville,NJ,08648,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,https://www.evconnect.com,GPS,40.288376,-74.685942,2025-12-10,314194,2025-12-10 04:34:47 UTC,,,,2023-10-19,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,7Charge - Morristown 41723,47 Pine St,,Morristown,NJ,07960,,844-711-2474,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,2,,,7CHARGE,https://www.7-eleven.com/7charge,200-8,40.79656,-74.47578,2025-05-12,315613,2025-05-12 16:15:59 UTC,P,,,2023-10-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$2 per hour for first three hours; $5 per hour after next three hours; $1 per minute idle fee after 15 minute grace period,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Johnson & Johnson - 410 Lot,410 George Street,,New Brunswick,NJ,8901,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,40.496949,-74.445569,2025-12-10,315619,2025-12-10 00:42:00 UTC,,,,2022-12-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESSEX COUNTY BRANCH BROOK PA,"36 Branch Brook Park Drive Newark, NJ 07104 C",Cherry Blossom Welcome Center,Newark,NJ,07104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.78444,-74.17432,2025-12-10,315705,2025-12-10 02:52:34 UTC,,,,2023-10-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Bridgewalk - 2,925 US 202,,Raritan,NJ,08869,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,40.5712817,-74.6468746,2025-12-10,315873,2025-12-10 04:55:44 UTC,,,,2023-10-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARNEGIE CENTER 506-1,506 Carnegie Center Drive,"Garage, Lower Level",Princeton,NJ,08540,,888-758-4389,E,,Public,"Mon: 12:00am-5:00am, 9:00pm-12:00am; Tue: 12:00am-5:00am, 9:00pm-12:00am; Wed: 12:00am-5:00am, 9:00pm-12:00am; Thu: 12:00am-5:00am, 9:00pm-12:00am; Fri: 12:00am-5:00am, 9:00pm-12:00am; Sat: 12:00am-5:00am, 9:00pm-12:00am; Sun: 12:00am-5:00am, 9:00pm-12:00am",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.312124,-74.65404,2025-12-10,316246,2025-12-10 02:52:42 UTC,,,,2023-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARNEGIE CENTER 506-2,506 Carnegie Center Drive,"Garage, Lower Level",Princeton,NJ,08540,,888-758-4389,E,,Public,"Mon: 12:00am-5:00am, 9:00pm-12:00am; Tue: 12:00am-5:00am, 9:00pm-12:00am; Wed: 12:00am-5:00am, 9:00pm-12:00am; Thu: 12:00am-5:00am, 9:00pm-12:00am; Fri: 12:00am-5:00am, 9:00pm-12:00am; Sat: 12:00am-5:00am, 9:00pm-12:00am; Sun: 12:00am-5:00am, 9:00pm-12:00am",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.312073,-74.653952,2025-12-10,316247,2025-12-10 02:52:42 UTC,,,,2023-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Simon Newport Centre (Jersey City, NJ)",25 Mall Dr,,Jersey City,NJ,07310,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,40.72806,-74.03922,2025-12-10,316272,2025-12-10 04:21:23 UTC,,,,2023-10-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Wakefern Shoprite (Flemington, NJ)",272 Rt 202 & 31,,Flemington,NJ,08822,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,40.49768,-74.85638,2025-12-10,316282,2025-12-10 04:23:53 UTC,,,,2023-10-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATER STREET WSL #2,121 Water St,,Newton,NJ,07860,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.0641,-74.745557,2025-12-10,316337,2025-12-10 02:52:20 UTC,,,,2023-10-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATER STREET WSL#1,121 Water St,,Newton,NJ,07860,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.064097,-74.745474,2025-12-10,316338,2025-12-10 02:52:20 UTC,,,,2023-10-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ParkVue at Livingston,Briggs Circle,,Livingston,NJ,07039,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,https://blinkcharging.com,GPS,40.79319426570091,-74.34517626382392,2025-12-10,316479,2025-12-10 00:07:46 UTC,,,,2023-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Hoboken NJ 720 Monroe Street DCFC,720 Monroe Street,,Hoboken,NJ,07030,,855-900-7584,E,,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,,,,,,2,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.747778,-74.0375,2025-12-10,316525,2025-12-10 04:16:55 UTC,,,,2023-11-02,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Hoboken NJ 346 10th Street Columbus Park,346 10th Street,,Hoboken,NJ,07030,,855-900-7584,E,,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.749391,-74.032485,2025-12-10,316526,2025-12-10 04:16:54 UTC,,,,2023-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EVIA Jumping Brook Apartments,3633 New Jersey 33,,Neptune Township,NJ,07753,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.2072694,-74.0403145,2025-12-10,316574,2025-12-10 00:25:06 UTC,,,,2023-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,STDNEWBRUNSWICK STATION 1,90 New Street,,New Brunswick,NJ,08901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.49244,-74.44454,2025-12-10,316578,2025-12-10 01:48:21 UTC,,,,2023-11-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EVIA Claridge Court Apartments,1 Pine Tree Boulevard,,Old Bridge,NJ,08857,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,40.38250421758759,-74.3335884593661,2025-12-10,316665,2025-12-10 00:21:49 UTC,,,,2023-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOUTH1 SOUTH1,5 Retreat Rd,In front of Robert L. Thompson building,Southampton Township,NJ,08088,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.931549,-74.74204,2025-12-10,317059,2025-12-10 02:53:28 UTC,,,,2023-11-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Abbvie PL1 #6,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319323,2024-01-31 22:07:01 UTC,P,,,2023-09-27,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #9,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319324,2024-01-31 22:07:01 UTC,P,,,2023-09-27,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #13,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319325,2024-01-31 22:07:01 UTC,P,,,2023-09-27,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #14,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,200-9,40.76,-74.43,2023-12-13,319337,2024-01-31 22:07:01 UTC,P,,,2023-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing unknown,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #2,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319341,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #3,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319342,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #7,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319343,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #12,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319344,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #8,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319345,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #10,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319346,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #5,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319347,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #001,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319348,2024-01-31 22:07:01 UTC,P,,,2023-09-07,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,"Romark Energy Solutions - Westfield, NJ",828 South Ave W,,Westfield,NJ,07090,,908-884-7256,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,GPS,40.65,-74.36,2023-12-13,319357,2024-01-31 22:07:01 UTC,P,,,2023-08-25,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #15,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319384,2024-01-31 22:07:01 UTC,P,,,2023-07-20,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Abbvie PL1 #16,5 Giralda Farms,,Madison,NJ,07940,,973-738-4661,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,40.76,-74.43,2023-12-13,319403,2024-01-31 22:07:01 UTC,P,,,2023-07-06,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Montclair Township Parking Utility Fullerton Lot,10 N Fullerton Ave,,Montclair,NJ,07042,,973-509-4990,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,GPS,40.8144871,-74.2173216,2023-12-13,319420,2024-01-31 22:07:01 UTC,LG,,,2023-06-02,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Montclair Township Crescent Deck,13 The Crescent,,Montclair,NJ,07042,,973-509-4990,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,GPS,40.8128774,-74.2183312,2023-12-13,319421,2024-01-31 22:07:01 UTC,P,,,2023-06-02,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Liberty Science Center,222 Jersey City Blvd,,Jersey City,NJ,07305,,201-200-1000,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,8,,,Non-Networked,,GPS,40.7076871214207,-74.0555674462554,2023-12-13,320169,2025-11-17 21:18:16 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free; $7 daily parking fee,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,PANYNJ EWR CONRAC 13,132 Carson Rd Newark Liberty International Ai,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.689602,-74.18974,2025-12-10,320225,2025-12-10 02:24:13 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PANYNJ EWR CONRAC 7,132 Carson Rd Newark Liberty International Ai,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.689549,-74.189732,2025-12-10,320226,2025-12-10 02:24:14 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RIDGEFIELD RIDGEFIELD CT1,700 Shaler Blvd,,Ridgefield,NJ,07657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.83635,-73.998695,2025-12-10,320321,2025-12-10 02:37:58 UTC,,,,2023-11-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GLEN TOYOTA GT CT4K STATION,23-07 Maple Ave,,Fair Lawn,NJ,07410,,888-758-4389,E,,Public,Mon: 9:00am-8:00pm; Tue: 9:00am-8:00pm; Wed: 9:00am-8:00pm; Thu: 9:00am-8:00pm; Fri: 9:00am-7:00pm; Sat: 9:00am-6:00pm; Sun: 12:00am-12:15am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.948784,-74.13704,2025-12-10,320431,2025-12-10 02:52:35 UTC,,,,2023-11-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RK Chevy,502 North Delsea Drive,,Vineland,NJ,08360,,888-998-2546,E,,Public,24 hours daily,,,,,,,2,,Blink Network,https://blinkcharging.com,GPS,39.4948492026269,-75.04293564383185,2025-12-10,320785,2025-12-10 00:12:41 UTC,,,,2023-10-23,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wyndham Skyline Tower,100 S north Carolina Ave,,Atlantic City,NJ,8401,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,39.3611817,-74.4245987,2025-12-10,320788,2025-12-10 00:47:28 UTC,,,,2022-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,23 VREELAND RD TOWER 1,23 Vreeland Road,NORTH SIDE OF BACK BLDG,Florham Park,NJ,07932,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.786512,-74.368799,2025-12-10,320843,2025-12-10 02:54:18 UTC,,,,2023-11-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,23 VREELAND RD TOWER 2,23 Vreeland Rd,NORTH SIDE OF BACK BLDG,Florham Park,NJ,07932,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.786505,-74.368827,2025-12-10,320844,2025-12-10 02:54:19 UTC,,,,2023-11-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,23 VREELAND RD TOWER 3,23 Vreeland Rd,NORTH SIDE OF BACK BLDG,Florham Park,NJ,07932,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.786485,-74.368728,2025-12-10,320845,2025-12-10 02:54:19 UTC,,,,2023-11-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,JCM LIVING JCM WOODLAKE,70 Pinehurst Drive,The station is on Pinehurst Dr in parking lot right near the clubhouse.,Lakewood,NJ,08701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.085624,-74.173398,2025-12-10,320853,2025-12-10 02:54:34 UTC,,,,2023-11-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,New York - FMI,225 Brae Blvd,,Park Ridge,NJ,07656,,218-939-2318,E,,Public,24 hours daily,A D M V,,,,,1,,,TURNONGREEN,https://turnongreen.com,200-8,41.04002,-74.06268,2024-09-12,320989,2025-11-14 17:00:05 UTC,P,,,2023-04-23,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,HD,false,
ELEC,Genesis of Cherry Hill - Showroom,451 New Jersey 73,,Marlton,NJ,08053,,888-998-2546,E,,Public,24 hours daily,,,,,,,4,,Blink Network,https://blinkcharging.com,GPS,39.88321004030932,-74.92279426119467,2025-12-10,321013,2025-12-10 00:43:28 UTC,,,,2023-11-27,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WEST NEW YORK 51ST GARAGE #4,508 51st St,,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.783559,-74.021115,2025-12-10,321026,2025-12-10 02:42:06 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WEST NEW YORK 51ST GARAGE #6,508 51st St,,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.783613,-74.021058,2025-12-10,321027,2025-12-10 02:42:07 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WEST NEW YORK 51ST GARAGE #3,508 51st St,,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.783561,-74.021117,2025-12-10,321028,2025-12-10 02:42:07 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WEST NEW YORK 51ST GARAGE #5,508 51st St,,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.783652,-74.02116,2025-12-10,321029,2025-12-10 02:42:07 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WEST NEW YORK 51ST GARAGE #2,516 51st St,,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.783646,-74.021273,2025-12-10,321030,2025-12-10 02:42:07 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
